gradyear,gender,age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,cluster,pca1,pca2
2006,U,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,-1.731827162192185,0.5672962882349657
2008,M,17.238,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,-2.284049536986212,0.8278476068859046
2008,F,16.638,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.6912061484453208,0.3713730459966693
2006,M,18.938,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-2.275254323038316,-0.22835627311793494
2006,F,18.593,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,1,3,-0.018754933519551008,1.358562370469437
2006,F,18.242,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0.18251747410659505,1.2031854258791246
2007,U,17.536,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.6598914634043869,-1.3143893466718581
2006,F,18.579,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.7735757494644765,1.2310365383495216
2006,F,19.159,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.23399211838688586,-0.6234343438130973
2008,F,16.444,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4690473100962122,0.3573243021290582
2007,F,17.834,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.666795507115659,0.4505666771360437
2007,U,17.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5740808453688302,-0.35270315753000153
2008,M,17.221,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,-1.9492345038931114,0.20626494243431676
2009,F,15.307,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,1.9193291903137224,-0.7136940843002462
2006,M,19.094,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.2919596463589125,0.0922010195658704
2009,U,15.795,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.4577091725348577,-0.04017153681535344
2006,M,18.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-2.09062649735959,0.3234340565185682
2007,F,17.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.2826655335328123,0.3519999129462406
2006,M,18.609,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.711081048557691,1.1007458039128757
2008,F,16.805,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1.1284113394608146,0.20415028077929812
2007,F,17.454,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1.13323061353841,0.31870172948261394
2006,M,18.68,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5547974494818817,0.7705072533289313
2009,F,15.795,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0.9814341640398581,-0.10735747595583318
2008,U,16.986,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,-0.6958320131347507,-0.850234831220922
2008,F,16.296,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,1,0,1,1,3,1.2197198589756468,0.29523261606729884
2006,F,18.91,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,0.4936578613968629,0.31829242328242147
2009,F,15.995,4,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0.7631498811321747,-0.5347423506752074
2008,F,16.7435,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,2,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0.9766569163248026,0.5305930055545962
2007,F,17.7,21,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0.4728176108504413,-0.10063233599056828
2007,F,17.7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.1882296359871907,0.34623664257259984
2009,M,16.093,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5951938145983813,0.29393976990847126
2009,F,15.636,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,1.329646879507601,-0.46765719792582877
2007,U,17.7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,-1.8549994956475204,0.2560485397867727
2008,F,16.7435,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0797516862246548,-0.11992468024859528
2007,U,17.402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,-0.6183091838916249,-0.9198484201698838
2009,M,16.063,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.9882756672471507,-0.3652202681987286
2008,F,16.268,52,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,3,0.5961208970212096,-1.3973161519621664
2008,F,17.9,110,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.28641689031635553,0.5558575870034059
2007,F,18.65,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.5251297288217449,-0.07188672357816794
2007,F,18.171,35,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0.37285888394636557,0.0210532474801303
2009,F,16.104,25,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1.1817741347000015,-0.7567867769197392
2008,U,16.7435,37,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,-2.8574363884005765,-0.8454305815048373
2007,F,17.837,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0.8778049708580391,1.0517237494108025
2007,F,17.922,61,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.31913091159533585,-1.0622767913931017
2007,U,17.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.2152697715297107,0.03309697035192368
2006,F,18.075,50,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1.0420703538155203,0.4332038239277321
2008,F,16.7435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6108517832448409,0.28429687648182445
2006,F,18.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.09590550252697609,1.3098885161855174
2006,F,19.343,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.14065970203171302,3.121580662142987
2006,F,19.094,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.39080757507862646,0.5496429955101869
2006,F,18.133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.10278772991647103,0.09542718169031686
2009,F,16.444,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40418883350661544,0.5271021885474102
2007,F,17.687,37,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.7533950051882665,0.0008846576941282611
2007,F,17.747,9,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1.584320142650948,-0.06822981668167512
2007,F,18.237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4340615489214204,0.42156737319487236
2007,F,17.481,16,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3,1.1143328378016422,-2.43130777489772
2007,F,17.196,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1.400939703360588,-0.13390218390616557
2006,F,18.869,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.6360712736221057,0.658177971048456
2009,F,16.101,49,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.23062595655051657,-1.078852349712628
2009,F,16.019,70,1,1,5,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.17785422903589856,-1.5003342566237645
2008,F,16.463,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3,1.3457693494771195,-0.676075400512082
2008,F,16.148,39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,2,3,1.1902249659824042,0.23026921633057
2009,M,15.88,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,2,1,-2.0617139834743563,-0.3633670540992888
2007,F,17.988,46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.3165308667617587,0.41014969803544155
2008,F,16.463,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7382996502561306,0.7574493174130766
2008,M,16.701,61,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.6515936554039925,-0.9048451668840843
2007,F,17.7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1.4698859777211377,-3.5198976978582315
2009,U,15.795,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.9048852063461534,-0.8936150601885232
2007,F,17.615,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5397755892210981,0.22582495517156828
2006,M,18.533,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-2.561193088347303,0.57610114139118
2007,F,17.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.48580739822949787,0.3072334130363481
2006,F,18.752,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24196374745412494,-0.9028214191784384
2007,F,17.038,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.038902847722942,0.3726593717290833
2007,U,17.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.2417257706715046,-0.9851896752875893
2006,U,18.68,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.816621492473953,0.6859815666038445
2009,F,15.899,77,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5602653129332188,0.1891174628212952
2006,F,18.908,30,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,-0.11273580095575367,-0.6362157091908405
2007,U,17.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.5757990531039083,-0.3677688614391032
2006,F,18.442,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.8301567186786596,0.9077552074624566
2009,F,15.795,1,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.33494832499287724,-0.8696034325941648
2006,U,18.68,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,-1.1644277188857262,-0.9803855972031237
2009,F,16.17,38,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.952679112680629,-0.4661474178225045
2007,F,17.897,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.028981751787108,-0.7378397315437102
2007,F,18.094,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.6026190570059455,0.2041823853729116
2007,F,17.793,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,0,0,4,0,0,1,1,0,0,0,1,1,0,1,3,1.0793936461835034,0.2300366365155114
2008,F,17.194,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,1.51262069330114,0.009053086060565659
2006,F,18.448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.9707262807394141,0.33297926752396945
2007,F,17.832,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,1.3095183960873105,-1.4345150771548738
2006,F,18.053,12,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.1742242220112584,0.06871922655610749
2008,M,16.649,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-3.6295895797631026,-1.7283180668510587
2009,F,16.2,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1.0121451666483599,0.08459229339667376
2007,F,17.914,141,0,1,3,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.1328250317210797,-1.0926933501562641
2008,F,15.236,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8652579488228255,-0.4945643016807662
2009,F,15.379,47,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,4,1,3,0,1,0,0,0,0,3,1.3412338270897544,-0.9866757734826231
2006,F,18.839,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2924072319219855,-1.2144996277007372
2009,F,15.644,43,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0.9328245028495771,-0.5475092873472692
2009,F,15.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6430685422028498,-0.06182313865457512
2006,M,18.533,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,-2.185812362912359,0.7254573158196889
2008,F,16.334,87,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1.4096393178087996,-0.847223801952301
2009,F,15.357,9,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,4,1,3,1,1,3,0,0,0,0,3,1.7164007857427828,-1.9470775306452284
2007,F,17.681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,3,0.7383010351031865,-1.3471071014990161
2007,F,17.043,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.407820637910569,-0.45481576458116163
2006,F,18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4527195050621365,0.687770909069822
2008,F,17.205,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.8524248145079854,-1.0361796218869879
2008,U,17.656,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2.226993466169588,-1.0394418715790865
2006,F,18.899,74,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0.37279738069360957,-0.1833929401684434
2007,U,18.231,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.9999918639066407,-0.457989078116903
2007,M,18.825,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.8857643075186785,0.7363955530563481
2009,F,15.767,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.8161725366671422,-0.3670019855955195
2006,F,19.425,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1.3164037038930003,0.1872708358605406
2009,F,15.562,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6153046678781371,0.2684164371338686
2009,M,15.493,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.640805836868643,-1.0299187653475783
2006,F,18.68,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.07998791632665249,-0.29106161231014666
2007,F,17.205,23,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1.3332192956758118,-0.04935357380733261
2007,F,17.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2272916873048876,1.2899608683575536
2007,F,17.7,70,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0.8273858027510977,-0.28310589724320157
2007,U,17.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.7866484405173055,0.4467264787395104
2007,M,17.7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.9627817821633187,3.973315018121519
2008,U,16.7435,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-0.8176817237593865,-4.129967309738735
2006,F,18.998,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.11989495934184703,0.10190678354215128
2007,F,17.369,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,6,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0.6260260206456686,0.6479482018841373
2006,F,18.982,41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.4677290871498952,0.436613683931917
2008,F,17.158,0,0,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0.3171541326172349,-0.5698310402753181
2009,M,16.249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.2945042137447764,-0.2885418358790489
2008,F,16.7435,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0729925620534558,-1.316616390154194
2006,F,19.042,18,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,-0.3018801676864625,0.505803331605773
2007,F,17.574,6,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,0,3,0.8251968481527441,0.5543915855698712
2009,F,16.454,8,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,3,0.9035849222888205,0.4113988087896699
2009,F,16.014,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.5772017035768324,-1.1637901852859558
2008,M,16.556,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0102888739734,-0.5208144059568959
2009,F,16.063,21,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,1.1450740741746137,-1.2037129424550481
2009,F,15.789,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.533343093864786,0.44533393632730406
2006,F,18.68,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9211557204894901,-0.21680813366341176
